album_id,album_name,genre,clip_album_name_visible,clip_one_person,clip_multiple_people,clip_illustrated_cover,clip_side_profile,clip_studio_photo,clip_band_name_visible,clip_two_people,clip_calm_vibe,clip_portrait,clip_guitar,clip_urban_scene,clip_graphic_design,clip_drums,clip_energetic_vibe,clip_text_heavy_design,clip_microphone,clip_logo_visible,clip_text_overlay,clip_outdoor_scene,clip_dark_mood,clip_full_body_shot,clip_sad_vibe,clip_artistic,clip_musical_instruments,clip_stage_performance,clip_happy_vibe,clip_portrait_orientation,clip_simple_design,clip_nostalgic_feeling,clip_city_streets,clip_abstract_art,clip_mysterious_vibe,clip_neutral_mood,clip_modern_style,clip_bright_mood,clip_mountain_scene,clip_color_photography,clip_realistic_photo,clip_group_photo,clip_angry_vibe,clip_piano,clip_surreal_design,clip_psychedelic_design,clip_photographic,clip_water_scene,clip_band_members,clip_complex_design,clip_minimalist_design,clip_indoor_scene,clip_desert_scene,clip_vintage_style,clip_landscape_orientation,clip_black_and_white_photography,clip_high_contrast,clip_low_contrast,clip_concert_scene,clip_abstract_background,clip_no_people,clip_silhouette,clip_maximalist_design,clip_beach_scene,clip_close_up_shot,clip_natural_lighting,clip_nature_scene,clip_forest_scene,clip_dramatic_lighting
6i7mF7whyRJuLJ4ogbH2wh,One Thing At A Time,country,0.603222886050302,0.6744954965588459,0.22367845752303808,0.009586830029985656,0.009637849879611067,0.00478339759830069,0.006803743447465429,0.0036166810973634607,0.006065438130159517,0.009615508095792823,0.002161993346347204,0.00363943929363644,0.0016364361858390462,0.005682173941439305,0.001810221912153836,0.0013441514563069567,0.001444873621241332,0.0006069870819756733,0.0007180547974853521,0.0005618161719984055,0.000528631468328661,0.004061573604075885,0.00041468444725225646,0.000730961079198679,0.0005611392052695986,0.0005619652803436786,0.0008559001951133914,0.0004933972951433318,0.0001970973485207185,0.0003871494075927669,0.000389242811230303,0.0003284388156893494,0.00028963790976984966,0.0004218015308954236,0.0003191056127138592,0.0001976019628962453,0.0005350368248120888,8.829384106989029e-05,0.00010223797443276246,0.00018385307327567344,0.0003009491176233699,0.0001741363177947548,8.744547059408199e-05,6.017923104085274e-05,0.00014605354043589462,6.08503647512239e-05,0.00016320950690175778,0.0003129601319419989,7.502698171638413e-05,8.707880992381639e-05,0.00014836820232682564,4.975886046641562e-05,4.8345323313146524e-05,4.8888232121447406e-05,9.518695038743804e-05,0.00012608232514656277,8.188866599964577e-05,3.9662140271542016e-05,3.8658275246303e-05,2.1602056983643665e-05,2.3467793913459907e-05,1.4262701004660701e-05,6.8476434520853605e-06,0.0001801867105795149,1.8017165261311672e-05,1.6418900076565666e-05,5.942825733444226e-06
0EiI8ylL0FmWWpgHVTsZjZ,The Rise and Fall of a Midwest Princess,pop,0.08348455037725054,0.00490208306850728,0.0071408585394755865,0.0019122807284666123,0.0030233036354965896,0.08895714789823658,0.017587294666224017,0.0006084423775820098,0.0007109332971559989,0.016685520918019035,0.001466808018802286,0.0021158922496695744,0.00883033979810095,0.0013695352352150925,0.004787888676857159,0.001039933686232366,0.016756002067897065,0.0007961812126103497,0.000957860718008335,0.002942454074646495,0.022571440761510023,0.003658390232220155,0.004586870497156464,0.003954614725202936,0.0015937242568966545,0.19969944367442316,0.010079479956203608,0.0017595790485365986,0.0005017878827747728,0.02237944650054604,0.00027887002619531856,0.0015807454227867515,0.01420206052785604,0.015800858199985203,0.0032712100979834847,0.03827564243397411,1.1766686812321404e-05,0.34437702140466775,0.0024449752529382964,0.0020421698363866257,0.00515358848464241,0.014321910262136505,0.002563319553646715,0.001723180956026651,0.039855552298678265,0.0006408826397441428,0.0102092437338324,0.012585165472735554,4.733246012341861e-05,0.0010558057087869303,0.00015763708567430673,0.13519541759939455,3.5676361626191064e-05,0.0002515627341023733,0.001576411025547119,0.00312920478347847,0.028199259774077102,3.797541950282956e-05,0.0022193870709008223,2.7942856228357033e-05,0.38728886769684256,3.7254381086349054e-05,0.00980915054262105,0.008228882867084168,0.00018334200118514212,0.00025960419725365084,0.0365461564951612
6PbnGueEO6LGodPfvNldYf,Zach Bryan,country,0.3225817660776904,0.00355178088790573,0.020866555382922602,0.501504856009009,0.005137751219555359,0.003566086498272751,0.11299139223916142,0.002013214869879139,0.01762414255076379,0.004794397905264621,0.0032593070729015723,0.002454469172760367,0.010670349699135353,0.012940685197257943,0.004655549389043315,0.007594319685284037,0.027369564963495505,0.003119615983595308,0.035627495419126166,0.0035483338326302103,0.005627872166912438,0.0006409606628847297,0.026072906014589184,0.00781880519421918,0.0005023332934945094,0.0016444606401549932,0.015810473014972314,0.0022031592297428733,0.00047485052738198685,0.0135653927986421,0.00341960584697384,0.001684513133428713,0.01629360975014046,0.0017308108251704467,0.001826271611966545,0.0006226175464133176,0.0003287983304026623,0.009405565324450207,0.0025215567728598615,0.0001807762020917175,0.0060333463756636445,0.000377047735603786,0.00034323072309020157,0.00041633564274484605,0.0027113230376306433,5.1832564901402465e-05,0.008173944959142735,0.0003568133928092867,0.000507727656698,0.00017739237517275605,0.00024341193434878716,0.002707132227484854,7.123181665946654e-05,0.00025577434949101686,0.0015160194869214643,0.0016524297704389533,0.0020425344580858235,0.00023140240909038114,0.0012397226960572144,9.369160113859411e-05,0.0004000908261735222,2.2069774395158206e-05,0.002608933190611027,0.002412862243981047,6.25071163372522e-05,8.078233332605735e-05,0.0017154242501893292
18NOKLkZETa4sWwLMIm0UZ,UTOPIA,experimental hip hop,0.8688786466143287,0.010329486524723912,0.0323656910698543,0.004913707767267614,0.009077526155687203,0.0007786553304926288,0.0008191241166520836,0.0006860605511985496,0.006611357800766376,0.0004165542322641974,0.0005044602188274495,0.0005530818489310561,0.0016007680239482828,0.001104180590992529,0.030012833904005193,0.0015237173880961747,0.0006279610584162883,7.13260647194114e-05,0.0019415908175750723,7.418375696625393e-06,0.05436880584089172,0.00017946694246053193,0.02085805383482152,0.011790658884485362,0.0002926497384334143,0.00405676955060911,0.0017611786222317544,0.0001631772195116947,0.00023865678423951552,0.0015744625590806511,0.0002458294308074748,0.0031395221570209133,0.05713261861973058,0.0013119017069017252,0.0005640348699817344,0.0004069224602449552,2.5032422367654232e-05,0.0001394714994340799,0.0009849308000874713,3.055800238785005e-05,0.01993958279126901,0.0020604202389957063,0.0004431503537234693,4.320966317941177e-05,0.00018625832515195082,1.8447551736115228e-05,5.4685037406692756e-05,0.004938940960032091,0.008676531020706217,2.3698033547998852e-06,5.0828827335243204e-05,2.4199871766537037e-05,3.570384770618211e-05,5.4415181306421516e-05,0.0007363243248141941,0.005372253347674911,4.8423613425112525e-05,0.0002840468802799296,0.0007282037693857829,0.0011818180923141948,0.0007501148628123082,3.4471192774924355e-07,0.0002760684164877864,0.009391345808347305,2.0941419239789826e-06,2.3368002622937698e-06,0.008447304673099993
19DGbjQW4oJmS1TLmr7OH3,Religiously. The Album.,country,0.7979474922088231,0.00042856975328442584,0.001402272147762714,0.05206920511349284,0.0001313076981757211,0.0009471087982461539,0.22280347606719705,0.00011018749500693049,0.0022477489221320733,0.011739591474988991,0.012375151445631278,0.001564132732089456,0.003438469576040345,0.004541028477600746,0.009026486310864203,0.0030694482433049953,0.009273887084752496,0.002838147279011745,0.00015138086136108565,0.004032434186428141,0.0015718897654347812,0.0003739070744982886,0.00012796465818791899,0.0023816035381897162,0.005419092747045736,0.00024536013287002067,0.0008704389868677616,0.0018836705716567543,0.00038202123241130615,0.0006031888313376753,0.0005221138987894246,9.983790580787922e-05,0.0065754098262104516,0.0014295930671712825,0.0014279690892505215,0.00019333710337532414,0.000371755150294434,0.00010647749539475507,0.001244931808374659,0.00035835254670030394,0.0020124320971602904,0.00030631806658694167,0.0005287827525261113,0.0008743819262413223,0.0028339836432902687,8.733703071173062e-06,0.002501159295789944,0.0007031692946263074,0.0005169054265690366,1.4513963850389599e-05,0.00014674040071729197,0.0005914063515500137,4.0222370375562375e-05,0.010470250216368916,0.0013792023118933956,0.0006575598801651354,0.001155133750792382,2.2489866116433332e-05,0.0001803853090233387,0.0001127255458370821,0.001526934451951414,3.220460869564e-06,0.000845668233845869,0.0015232492571801669,8.124649593018783e-05,2.9005153103142517e-05,0.0007654751590184562
1xJHno7SmdVtZAtXbdbDZp,GUTS,pop,0.8594850933322695,0.0003763268216104598,0.003660367471764982,0.02565102268358558,0.023545192894855366,0.0014841063946512227,0.013563433470414155,0.0007992168314395118,0.003527933317891359,0.00124694637873499,0.017694149286186803,0.0010971964052390835,0.0014867720535719068,0.0007441566482164028,0.0025901040440971176,0.006834202497652453,0.00216333572393474,0.0003137533624213313,0.00681922922768594,0.00022145932376155722,0.04159223555585791,0.0007308643212920459,0.026314237655161863,0.007919027851897723,0.00012015910528926813,7.991688777441956e-05,0.0012866262583378846,0.0003847312935042469,0.0006126604580126595,0.0016465825977022804,0.0003076687321492373,0.0001485912820959701,0.013802157953313394,0.000479917257539417,0.0012717208230267622,0.0012934864452326885,3.8295633006377845e-06,0.0007204829209173018,4.6764304144925284e-05,0.0002400451739772208,0.016142359980191038,0.02253177904358608,0.0017203605750165352,8.18666031767145e-05,0.0003830806257642002,1.4984022633919601e-05,0.0005726575051789751,0.00865949337615915,0.0008226746261105679,8.456435341201134e-05,7.177674854208918e-05,7.353827155035146e-05,7.913078440869772e-06,3.7645618232167604e-06,0.00278114652628575,0.0073545837188925866,0.00019263882166991673,2.7511236502142805e-05,0.0001118328546012064,0.0004634397284941873,0.00421055105559345,2.453033228156316e-05,0.00224715153074104,0.0007291503882497027,6.216475052287358e-06,2.9001824430449437e-06,0.00011468450562964963
0XKconI47eiBP6qPYHsx9f,The Rise and Fall of a Midwest Princess,pop,0.08348455037725054,0.00490208306850728,0.0071408585394755865,0.0019122807284666123,0.0030233036354965896,0.08895714789823658,0.017587294666224017,0.0006084423775820098,0.0007109332971559989,0.016685520918019035,0.001466808018802286,0.0021158922496695744,0.00883033979810095,0.0013695352352150925,0.004787888676857159,0.001039933686232366,0.016756002067897065,0.0007961812126103497,0.000957860718008335,0.002942454074646495,0.022571440761510023,0.003658390232220155,0.004586870497156464,0.003954614725202936,0.0015937242568966545,0.19969944367442316,0.010079479956203608,0.0017595790485365986,0.0005017878827747728,0.02237944650054604,0.00027887002619531856,0.0015807454227867515,0.01420206052785604,0.015800858199985203,0.0032712100979834847,0.03827564243397411,1.1766686812321404e-05,0.34437702140466775,0.0024449752529382964,0.0020421698363866257,0.00515358848464241,0.014321910262136505,0.002563319553646715,0.001723180956026651,0.039855552298678265,0.0006408826397441428,0.0102092437338324,0.012585165472735554,4.733246012341861e-05,0.0010558057087869303,0.00015763708567430673,0.13519541759939455,3.5676361626191064e-05,0.0002515627341023733,0.001576411025547119,0.00312920478347847,0.028199259774077102,3.797541950282956e-05,0.0022193870709008223,2.7942856228357033e-05,0.38728886769684256,3.7254381086349054e-05,0.00980915054262105,0.008228882867084168,0.00018334200118514212,0.00025960419725365084,0.0365461564951612
7Lv6VzSqIz1sAssK2JUskG,$AD BOYZ 4 LIFE II,Corridos tumbados,0.5326407796081538,0.004747504350986386,0.015055043614323369,0.036696232720816103,0.005841500075603266,0.056956241792752695,0.0043766621549380285,0.023982939456703732,0.015588505132335093,0.0011677193914689207,0.0006188507184426127,0.014666801021108466,0.027626099056434577,0.00034496283878177736,0.01797656961761681,0.0016735882572377677,8.193561888898694e-05,0.006014827183947536,0.002680856294415049,0.004795740843813352,0.1207151469235216,0.005612806372886307,0.12046758871490158,0.029183292426743765,0.00021096092283020944,0.007344941799559736,0.0023177957408553568,0.00019816077830163854,0.0019209758612547074,0.031621650644859764,0.00027742114939200585,0.008158624337189422,0.038570550400986496,0.0014354369633387879,0.0014451777401280654,0.003136874661975299,0.00025723552425275235,0.0004829721766467615,0.00565171687340049,0.0006967531287026415,0.04428119036125352,0.0011182823181672538,0.02945244771878902,0.0006678777653925354,0.0003505945114140969,0.0015368460805689369,0.0002328831110103843,0.035317617198385935,0.0012046057303835799,0.0020249007144735793,0.00032311648428150745,0.00047484404878728084,0.00029341279446742333,0.00018321568596187956,0.0014679650850902622,0.008592936237081438,0.015490650273005814,0.000638488510485748,0.000483304436522909,0.00039822536282745156,0.018059488094232384,1.8266429660012133e-05,0.017971713203856984,0.05520879223505696,0.014625126979366933,0.028578317800152304,0.19897411441006888
5Uly85dJHHDfHQCsyUQ8gw,Gettin' Old,country,0.41064821561506626,0.0005810620134545888,0.0011911246637623992,0.32473533290736073,0.00022120645539309378,0.004006562566826406,0.08717064116382066,0.0004469395202091097,0.014159474983351341,0.0022122432601510878,0.004977833090289881,0.0005474373270299979,0.05345661546100216,0.007538818197404118,0.002630617625296047,0.16919799116513579,0.0018355794609538625,0.001985957889011819,0.02576205890178057,0.001481015443978981,0.019041435324700078,0.0005914354111396109,0.006127873514079491,0.0021327036669685764,0.0014030616296472312,0.021354300831769077,0.005810609600787677,0.006538408231881221,0.0031766861910056455,0.015748275240750995,0.0003981747831826703,0.00014285810174231013,0.0031861462493974813,0.0025761860951158573,0.002336936048494407,0.0015019532835814139,0.0028858107627566347,0.0016460913093317275,0.00023126430538925223,0.00020701984656286095,0.03859068882693596,0.0004883597822105429,0.0011079037864568026,0.002163812788870792,0.00048108833981160183,3.588967798747487e-05,0.0011533310546813676,0.0048169561682478495,0.00013900929611400666,4.471681318921261e-05,0.0009546682908858909,0.010623857446334666,0.00039070846491606374,4.487055781965649e-05,0.004144133812788633,0.005517453498265993,0.006429130626831761,0.00011012903796460764,0.0005483327059120449,2.1042140669955108e-05,0.001678847622894311,2.1602401214412107e-05,0.001322919107338143,0.0001568993256845966,0.0001715136854828288,0.0001411477721419592,0.00010745008640465991
1gjugH97doz3HktiEjx2vY,Take Me Back To Eden,progressive metal,0.17821423198641387,0.0002619923493991561,0.000479986500698665,0.011873504687952136,0.0011572242530675909,0.00437563160858449,0.008312622470790714,0.0003334354884193685,0.0039910785036446385,0.0011982201039500446,0.0005637632130894747,0.0010071187836960486,0.12666641032732703,0.005784679898773013,0.008182649652934108,0.030558632030391532,0.00014085687043855966,0.10041453175616787,0.012902693455680568,0.0006441460684109715,0.11578243094345611,0.0009764635686728602,0.004765502423435529,0.011329479404691659,0.0009195107513511825,0.00034873981085982675,0.0003587464817272153,0.00019317621277793214,0.07906927354343612,0.006451278581044763,8.800919611358562e-05,0.08336157488779035,0.03950858285203612,0.0032575885666305043,0.013593398999993856,0.00613965399854815,0.0027426900193783807,0.00011064979417542978,2.3829913341214476e-05,0.002720934269678165,0.016099234715839617,0.001156990759333541,0.4252131419627986,0.024929918799329844,0.0005820858191357837,0.0004432988981984685,0.0015632237785533072,0.06148744048230786,0.08520084727434041,4.9231176851360715e-05,0.00043539927051578897,0.0007649975692408204,0.0006810469606849823,0.00030842807078268795,0.0019353303421839132,0.008643661560016894,0.0003091034718014378,0.08654214099599339,0.00016496062488307881,0.003213112124891559,0.003061786943283576,7.644986810232346e-05,0.0016078891103468425,0.0010513236697999018,0.0007944476665768141,0.0013642497732148059,0.0009224138561007018
